record_id,database,interface,query_key,query_label,search_date,retrieved_at_utc,pmid,pmcid,doi,title,abstract,journal,publication_date,year,authors,author_count,first_author,affiliations,contact_author_country_guess,language,publication_types,keywords,mesh_terms,publication_status_flag,pubmed_url
pubmed_40839219,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:46+00:00,40839219,,10.1007/s00482-025-00898-2,"[Comorbidity of chronic pain and fatigue : Common mechanisms, common treatment steps?].","Fatigue and chronic pain show a high level of comorbidity and are both not only frequent symptoms of chronic diseases without known somatic structural causes (e.g. irritable bowel syndrome or nonspecific low back pain) but also as leading symptoms of diseases with a specific etiology (e.g., cancer, rheumatoid arthritis or multiple sclerosis). Fatigue and pain also often co-occur for months or years after overcoming an acute organic illness, such as an acute bacterial or viral infection. In all cases, fatigue and pain can be accompanied by increased anxiety or depression. Moreover, research indicates that psychosocial factors, such as emotional distress, dysfunctional behavioral responses to fatigue or pain or social stigmatizing, can be involved in the perpetuation of the complaints and also independent of the etiology of the underlying disease. Physiological processes, such as autonomic dysregulation, an altered activation of adrenocortical activity as well as altered brain activity are increasingly being discussed as biological mechanisms. These common factors suggest a transdiagnostic approach investigating overlapping features in terms of biopsychosocial mechanisms that may play a role not only in the maintenance of pain but also of fatigue. As a consequence, both the diagnostics and management can be provided in a more individualized and resource-efficient way. The present narrative review gives a preliminary summary of the transdiagnostic mechanisms and possible clinical approaches for fatigue and chronic pain.","Schmerz (Berlin, Germany)",2025-Oct,2025,Monika Hasenbring | C Levenig | C Titze,3,Monika Hasenbring,"Abt. Medizinische Psychologie und Medizinische Soziologie, Medizinische Fakultät, Ruhr-Universität Bochum, Universitätsstr. 150, Bochum, Deutschland. Monika.Hasenbring@rub.de. | Abt. Medizinische Psychologie und Medizinische Soziologie, Medizinische Fakultät, Ruhr-Universität Bochum, Universitätsstr. 150, Bochum, Deutschland. | Klinik für Orthopädie, Katholisches Klinikum der Ruhr-Universität Bochum, St. Josef Hospital, Bochum, Deutschland.",,ger,English Abstract | Journal Article | Review,Cognitive-behavioral responses | Physiological reactions | Primary and secondary pain/fatigue | Social reactions | Transdiagnostic mechanisms,"Humans | Chronic Pain | Comorbidity | Fatigue | Fatigue Syndrome, Chronic | Cross-Sectional Studies | Depressive Disorder | Models, Biopsychosocial | Anxiety Disorders",none_detected,https://pubmed.ncbi.nlm.nih.gov/40839219/
pubmed_40522393,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:46+00:00,40522393,PMC12279561,10.1007/s00482-025-00889-3,[Pain reprocessing therapy - rethinking pain : A new psychotherapeutic approach for the treatment of chronic pain].,"BACKGROUND: Chronic pain affects millions of people worldwide. Nociplastic pain in particular, characterized by central sensitization and a dysfunctional alarm system, requires innovative therapeutic approaches.
OBJECTIVE: This review introduces pain reprocessing therapy (PRT) as a promising psychotherapeutic approach to specifically disrupt the pain-fear-pain cycle. The theoretical background, practical implementation, and effectiveness, evidence, and feasibility of this new therapeutic method for treating nociplastic conditions are described and discussed.
RESULTS: PRT enables patients to develop a new understanding of pain and break the pain-fear-pain cycle. Studies and clinical experience demonstrate that this method can achieve a significant reduction in pain intensity.
DISCUSSION: PRT provides an innovative framework for treating chronic pain by combining evidence-based methods and enhancing patient self-efficacy. It has the potential to integrate the biopsychosocial model more effectively into practice and transform the paradigm of pain therapy. Challenges include the diagnostic differentiation of nociplastic pain, the required paradigm shift, and the need for training and time resources. However, studies show promising results for sustainable, patient-centered pain therapy.","Schmerz (Berlin, Germany)",2025-Aug,2025,Antje Kallweit | Howard Schubiner,2,Antje Kallweit,"Schmerztherapie an der Hohenluft Hamburg, Hoheluftchaussee 52, 20253, Hamburg, Deutschland. dr.antjekallweit@schmerztherapie-hoheluft.de. | Department of Internal Medicine, Michigan State University College of Human Medicine, East Lansing, MI, USA.",,ger,English Abstract | Journal Article | Review,Central sensitization | Chronic pain | Neuroplasticity | Nociplastic pain | Self-efficacy,"Humans | Chronic Pain | Pain Management | Fear | Pain Measurement | Psychotherapy | Evidence-Based Medicine | Models, Biopsychosocial | Catastrophization | Combined Modality Therapy",none_detected,https://pubmed.ncbi.nlm.nih.gov/40522393/
pubmed_38643039,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:47+00:00,38643039,,10.1016/j.pmn.2024.03.009,A Systemic Review of the Psychosocial Aspects of Chronic Pain in Youth With Sickle Cell Disease.,"OBJECTIVES: The psychosocial aspects of chronic pain among youth with sickle cell are poorly described and may be better understood within a biopsychosocial model of chronic pain as applied to youth living with sickle cell disease.
DESIGN: A systematic literature review was performed to synthesize the psychosocial factors contributing to chronic pain in this population. Criteria for study inclusion were primary quantitative research studies focused on psychosocial aspects of chronic pain among youth with sickle cell disease.
DATA SOURCES: PubMed, CINAHL, PsychINFO, and Scopus were searched for relevant articles.
REVIEW/ANALYSIS METHODS: Articles selected for full-text review were appraised for quality using the Joanna Briggs Institute Quality Appraisal Tools. Thirteen articles were included.
RESULTS: Depression, anxiety, pain catastrophizing, pain coping, executive functioning, and functional impairment were prevalent in youth living with sickle cell disease and chronic pain. Research gaps included the influence of stigma, injustice, peer interactions, and school and work on chronic pain.
CONCLUSIONS: The biopsychosocial model of chronic sickle cell disease-related pain for youth was developed and modified based on the results of this systematic review to remind clinicians of the various factors to consider in clinical practice and spur additional research in this field.",Pain management nursing : official journal of the American Society of Pain Management Nurses,2024-Jun,2024,Megan Coco | Angela R Starkweather | Crystal L Park | Wendy Henderson,4,Megan Coco,"From the Connecticut Children's Medical Center, Hartford, Connecticut; University of Connecticut, School of Nursing, Storrs, Connecticut. Electronic address: mcoco@connecticutchildrens.org. | University of Florida College of Nursing, Gainesville, Florida. | Department of Psychological Services, University of Connecticut, Storrs, Connecticut. | University of Connecticut, School of Nursing, Storrs, Connecticut.",,eng,Journal Article | Systematic Review,,"Adolescent | Child | Female | Humans | Male | Adaptation, Psychological | Anemia, Sickle Cell | Anxiety | Chronic Pain | Depression",none_detected,https://pubmed.ncbi.nlm.nih.gov/38643039/
pubmed_38272336,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:47+00:00,38272336,,10.1016/j.neubiorev.2024.105546,A developmental framework for understanding the influence of sex and gender on health: Pediatric pain as an exemplar.,"Sex differences are a robust finding in many areas of adult health, including cardiovascular disease, psychiatric disorders, and chronic pain. However, many sex differences are not consistently observed until after the onset of puberty. This has led to the hypothesis that hormones are primary contributors to sex differences in health outcomes, largely ignoring the relative contributions of early developmental influences, emerging psychosocial factors, gender, and the interaction between these variables. In this paper, we argue that a comprehensive understanding of sex and gender contributions to health outcomes should start as early as conception and take an iterative biopsychosocial-developmental perspective that considers intersecting social positions. We present a conceptual framework, informed by a review of the literature in basic, clinical, and social science that captures how critical developmental stages for both sex and gender can affect children's health and longer-term outcomes. The literature on pediatric chronic pain is used as a worked example of how the framework can be applied to understanding different chronic conditions.",Neuroscience and biobehavioral reviews,2024-Mar,2024,Katelynn E Boerner | Edmund Keogh | Amy M Inkster | Hadas Nahman-Averbuch | Tim F Oberlander,5,Katelynn E Boerner,"Department of Pediatrics, University of British Columbia, and BC Children's Hospital Research Institute, Vancouver, BC, Canada. Electronic address: katelynn.boerner@bcchr.ca. | Department of Psychology & Centre for Pain Research, University of Bath, Bath, United Kingdom. | Department of Medical Genetics, University of British Columbia, and BC Children's Hospital Research Institute, Vancouver, BC, Canada. | Department of Anesthesiology, Washington University in St. Louis, St. Louis, MO, USA. | Department of Pediatrics, University of British Columbia, and BC Children's Hospital Research Institute, Vancouver, BC, Canada; School of Population and Public Health, University of British Columbia, and BC Children's Hospital Research Institute, Vancouver, BC, Canada.",Canada,eng,Journal Article | Review,Development | Gender | Intersectionality | Mechanisms | Pain | Sex,Adult | Child | Humans | Male | Female | Chronic Pain | Child Development | Mental Disorders | Sex Characteristics,none_detected,https://pubmed.ncbi.nlm.nih.gov/38272336/
pubmed_38968394,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:46+00:00,38968394,PMC11474936,10.1097/j.pain.0000000000003290,A systematic literature review on patient-reported outcome domains and measures in nonsurgical efficacy trials related to chronic pain associated with endometriosis: an urgent call to action.,"Endometriosis, a common cause for chronic pelvic pain, significantly affects quality of life, fertility, and overall productivity of those affected. Therapeutic options remain limited, and collating evidence on treatment efficacy is complicated. One reason could be the heterogeneity of assessed outcomes in nonsurgical clinical trials, impeding meaningful result comparisons. This systematic literature review examines outcome domains and patient-reported outcome measures (PROMs) used in clinical trials. Through comprehensive search of Embase, MEDLINE, and CENTRAL up until July 2022, we screened 1286 records, of which 191 were included in our analyses. Methodological quality (GRADE criteria), information about publication, patient population, and intervention were assessed, and domains as well as PROMs were extracted and analyzed. In accordance with IMMPACT domain framework, the domain pain was assessed in almost all studies (98.4%), followed by adverse events (73.8%). By contrast, assessment of physical functioning (29.8%), improvement and satisfaction (14.1%), and emotional functioning (6.8%) occurred less frequently. Studies of a better methodological quality tended to use more different domains. Nevertheless, combinations of more than 2 domains were rare, failing to comprehensively capture the bio-psycho-social aspects of endometriosis-associated pain. The PROMs used showed an even broader heterogeneity across all studies. Our findings underscore the large heterogeneity of assessed domains and PROMs in clinical pain-related endometriosis trials. This highlights the urgent need for a standardized approach to both, assessed domains and high-quality PROMs ideally realized through development and implementation of a core outcome set, encompassing the most pivotal domains and PROMs for both, stakeholders and patients.",Pain,2024-Nov-01,2024,Daniela Constanze Rosenberger | Emilia Mennicken | Iris Schmieg | Terkia Medkour | Marie Pechard | Juliane Sachau | Fabian Fuchtmann | Judy Birch | Kathrin Schnabel | Katy Vincent | Ralf Baron | Didier Bouhassira | Esther Miriam Pogatzki-Zahn,13,Daniela Constanze Rosenberger,"Department of Anesthesiology, Intensive Care and Pain Medicine, University Hospital Muenster, Muenster, Germany. | INSERM U987, UVSQ-Paris-Saclay University, Ambroise Paré Hospital, Boulogne-Billancourt, France. | Division of Neurological Pain Research and Therapy, Department of Neurology, University Hospital Schleswig-Holstein Campus Kiel, Kiel, Germany. | Pelvic Pain Support Network, Poole, United Kingdom. | Nuffield Department of Women's and Reproductive Health, University of Oxford, John Radcliffe Hospital, Headley Way, Oxford, United Kingdom.",Germany,eng,Journal Article | Systematic Review,,Humans | Endometriosis | Female | Patient Reported Outcome Measures | Chronic Pain | Pelvic Pain | Quality of Life | Treatment Outcome,none_detected,https://pubmed.ncbi.nlm.nih.gov/38968394/
pubmed_39445931,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:46+00:00,39445931,,10.1212/CON.0000000000001471,Chronic Pain Psychology in Neurology Practice.,"OBJECTIVE: This article reviews the latest literature regarding chronic pain epidemiology and describes pain-specific psychological factors associated with the development and maintenance of chronic pain, mental health conditions that co-occur with chronic pain, and advances in the psychobehavioral treatment of chronic pain, including established treatments (ie, cognitive behavioral therapy [CBT], acceptance and commitment therapy, and mindfulness-based stress reduction) and emerging treatments (ie, pain reprocessing therapy).
LATEST DEVELOPMENTS: In addition to CBT and acceptance and commitment therapy for pain, numerous other psychological treatment modalities have been integrated into chronic pain management, including mindfulness-based stress reduction, mindfulness meditation, chronic pain self-management, relaxation response, pain neuroscience education, biofeedback, hypnosis, and, more recently, integrative psychological treatment for centralized pain. This article gives an overview of these methods and contextualizes their use within the standard psychological treatment of chronic pain.
ESSENTIAL POINTS: Guided by the biopsychosocial treatment model, pain psychologists use numerous evidence-based psychological methods to treat patients with chronic pain conditions. Familiarity with the psychological tools available for pain management will aid neurologists and their patients in navigating the psychological aspects of living with chronic pain.","Continuum (Minneapolis, Minn.)",2024-Oct-01,2024,Mirsad Serdarevic,1,Mirsad Serdarevic,,,eng,Journal Article | Review | Case Reports,,Humans | Chronic Pain | Pain Management | Neurology | Cognitive Behavioral Therapy | Mindfulness,none_detected,https://pubmed.ncbi.nlm.nih.gov/39445931/
pubmed_38929690,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:47+00:00,38929690,PMC11204825,10.3390/life14060707,Chronic Pain Self-Management Strategies for Older Adults: An Integrative Review.,"INTRODUCTION: Due to the complex nature of chronic pain, especially in older adults, a biopsychosocial approach is more effective than an isolated approach for its management. Furthermore, when patients are actively engaged in their pain management, they are more likely to be successful than relying totally on others.
OBJECTIVE: To analyze the self-management strategies currently used by older adults with chronic pain.
METHOD: An integrative review was conducted through seven online databases, searching for scientific studies on this topic published in the last 10 years.
RESULTS AND CONCLUSION: Fifty-eight studies were included in the final sample. Research on chronic pain self-management for older adults has increased in recent years. Although a diversity of chronic physical painful conditions are being investigated, many conditions are still under-investigated. Online and in-person strategies are currently adopted, demonstrating similar results. Positive results are evidenced by strategies including health promotion, mind control, social participation and take-action fields. Major results come from a combination of strategies focusing on biopsychosocial aspects of pain management. Results include not only the reduction of pain itself, but increased self-efficacy, adoption of health behaviors and improvement of functionality, among others, i.e., improved QoL, despite pain.","Life (Basel, Switzerland)",2024-May-30,2024,Thaiany Pedrozo Campos Antunes | Fernanda Golçalves Jardim | Cláudia Inês Pelegrini de Oliveira Abreu | Luiz Carlos de Abreu | Italla Maria Pinheiro Bezerra,5,Thaiany Pedrozo Campos Antunes,"Public Policy and Local Development Department, Superior School of Sciences of the Santa Casa de Misericórdia de Vitória, Vitória 29045-402, Espirito Santo, Brazil. | Department of Preventive Medicine, Federal University of Espirito Santo, Vitória 29075-910, Espírito Santo, Brazil.",Brazil,eng,Journal Article | Review,aging | chronic pain | geriatric pain | pain coping | self-management,,none_detected,https://pubmed.ncbi.nlm.nih.gov/38929690/
pubmed_38862988,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:47+00:00,38862988,PMC11167894,10.1186/s12916-024-03458-0,"Chronic pain in children and young people with cerebral palsy: a narrative review of challenges, advances, and future directions.","BACKGROUND: Cerebral palsy (CP), the most common physical disability of childhood, is often accompanied by a range of comorbidities including pain. Pain is highly prevalent in children and young people with CP, yet has been poorly understood, inaccurately assessed, and inadequately managed in this vulnerable population. This narrative review presents recent research advances for understanding and managing pain in children and young people with CP, focusing on chronic pain, and highlights future research directions.
MAIN BODY: Pain prevalence rates in CP vary due to different methodologies of studies. Recent systematic reviews report up to 85% of children experience pain; higher in older children, females, and those with dyskinesia and greater motor impairment. Research examining the lived experience perspectives of children and their families demonstrate that even those with mild motor impairments have pain, children want to self-report pain where possible to feel heard and believed, and management approaches should be individualized. Notably, many children with cognitive and communication impairments can self-report their pain if adjustments are provided and they are given a chance. Past inadequacies of pain assessment in CP relate to a focus on pain intensity and frequency with little focus on pain interference and coping, a lack of tools appropriate for the CP population, and an assumption that many children with cognitive and/or communication limitations are unable to self-report. Recent systematic reviews have identified the most reliable and valid assessment tools for assessing chronic pain. Many were not developed for people with CP and, in their current form, are not appropriate for the spectrum of physical, communication, and cognitive limitations seen. Recently, consensus and co-design in partnership with people with lived experience and clinicians have identified tools appropriate for use in CP considering the biopsychosocial framework. Modifications to tools are underway to ensure feasibility and applicability for the spectrum of abilities seen.
CONCLUSION: Recent research advances have improved our understanding of the prevalence, characteristics and lived experience of chronic pain, and refined assessment methods in children and young people with CP. However, the very limited evidence for effective and novel management of chronic pain in this population is where research should now focus.",BMC medicine,2024-Jun-11,2024,Adrienne Harvey | Nadine Smith | Meredith Smith | Katarina Ostojic | Carolyn Berryman,5,Adrienne Harvey,"Neurodisability and Rehabilitation, Murdoch Children's Research Institute, 50 Flemington Road, Parkville, VIC, 3052, Australia. Adrienne.harvey@mcri.edu.au. | Kids Rehab, Perth Children's Hospital, 15 Hospital Avenue, Nedlands, WA, 6009, Australia. | School of Allied Health Science and Practice, University of Adelaide, North Terrace, Adelaide, SA, 5005, Australia. | Community Paediatrics Research Group, Sydney Medical School, The University of Sydney, Susan Wakil Health Building, Western Avenue, Camperdown, NSW, 2050, Australia. | Innovation, IMPlementation and Clinical Translation (IIMPACT) in Health, University of South Australia, North Tce, Adelaide, South Australia, 5001, Australia. | Hopwood Centre for Neurobiology, South Australian Medical Research Institute (SAHMRI), North Tce, Adelaide, South Australia, 5005, Australia. | Paediatric Chronic Pain Service, Women's and Children's Hospital, King William Rd, North Adelaide, South Australia, 5006, Australia.",Australia,eng,"Journal Article | Review | Research Support, Non-U.S. Gov't",Biopsychosocial model | Cerebral palsy | Chronic pain | Pain,Humans | Cerebral Palsy | Chronic Pain | Child | Adolescent | Pain Management | Female | Male,none_detected,https://pubmed.ncbi.nlm.nih.gov/38862988/
pubmed_38573178,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:47+00:00,38573178,,10.1097/ACO.0000000000001372,"Chronic pain in pediatric patients: epidemiology, pathophysiology, and mitigation strategies.","PURPOSE OF REVIEW: To provide an updated summary on the epidemiology, pathophysiology, and treatment strategies of chronic pain in pediatric patients and its differences with chronic pain in adults.
RECENT FINDINGS: Chronic pain in children is common, can be debilitating and can progress into adulthood, thus it requires an interdisciplinary evaluation and management. Targeting interdisciplinary care, including psychology, physical, and/or occupational therapy, has been shown to improve pain and function. Recent decline in mental health post pandemic has correlated with increase in pediatric chronic pain thus the need to identify patients at risk and offer early interdisciplinary treatment.
SUMMARY: Chronic pediatric pain should be addressed under the biopsychosocial model, where the biological, psychological, and social factors are evaluated on how they influence the pain perception, pain experience, functional ability, and treatment focus. Pain education to patients and their families is the crucial initial step towards a functional rehabilitation of pain.",Current opinion in anaesthesiology,2024-Jun-01,2024,Andrea Rodriguez-Restrepo | Jacob D AuBuchon,2,Andrea Rodriguez-Restrepo,"Division of Pediatric Anesthesiology and Pediatric Pain Medicine, St. Louis, Missouri, USA.",,eng,Journal Article | Review,,"Humans | Chronic Pain | Child | Pain Management | Adolescent | Models, Biopsychosocial",none_detected,https://pubmed.ncbi.nlm.nih.gov/38573178/
pubmed_39288670,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:46+00:00,39288670,,10.1016/j.msksp.2024.103182,Contents and delivery methods of pain neuroscience education in pediatrics: A scoping review.,"BACKGROUND: Pain is prevalent among children and adolescents. The development and implementation of Pain Neuroscience Education (PNE) strategies tailored to this population remains overlooked in contrast to the adult population.
OBJECTIVE: This study sought to identify the content, delivery methods, and dosage of PNE for children and adolescents available in the literature.
METHOD: We systematically searched PubMed, EMBASE, Physiotherapy Evidence Database, Scopus, Web of Science, Cochrane Library, PsycINFO, and clinical trial registration databases. Inclusion criteria consisted of studies that involved children submitted to a PNE program in community, school, clinics, hospitals or child development centers. We considered studies that included children with and without pain who received PNE strategies associated or not with self-motivational interventions. Studies focusing on psychological interventions were excluded. We extracted data on authors, publication year, country, sample characteristics, health condition, PNE content, study design, context, outcomes, duration, follow-up, main results, dropout, and adverse effects. Data extracted were qualitatively organized.
RESULTS: A total of 805 studies were initially reviewed. The final sample comprised 17 studies. Common PNE topics included pain neurophysiology, biopsychosocial influences, pain concepts, self-management, and coping strategies. Delivery methods ranged from slideshows and videos to booklets, with sessions lasting 8-60 min. Schools were the most common setting for these interventions.
CONCLUSION: Our review demonstrates the diversity in PNE content, delivery methods, and intervention dosages among the included studies. Most studies occurred in school settings, potentially limiting its generalizability for clinical contexts.",Musculoskeletal science & practice,2024-Nov,2024,Juliana Rezende | Louise Acalantis | Leandro Calazans Nogueira | Ney Meziat-Filho | Kelly Ickmans | Felipe J J Reis,6,Juliana Rezende,"Physical Therapy Department, Instituto Federal do Rio de Janeiro (IFRJ), Rio de Janeiro, RJ, Brazil. | Postgraduate Program in Rehabilitation Sciences, Centro Universitário Augusto Motta (UNISUAM), Rio de Janeiro, RJ, Brazil. | Physical Therapy Department, Instituto Federal do Rio de Janeiro (IFRJ), Rio de Janeiro, RJ, Brazil; Postgraduate Program in Rehabilitation Sciences, Centro Universitário Augusto Motta (UNISUAM), Rio de Janeiro, RJ, Brazil. | Postgraduate Program in Rehabilitation Sciences, Centro Universitário Augusto Motta (UNISUAM), Rio de Janeiro, RJ, Brazil; School of Rehabilitation Sciences, Faculty of Health Sciences, Institute of Applied Health Sciences, McMaster University, Hamilton, ON, Canada. | Pain in Motion Research Group, Department of Physiotherapy, Human Physiology and Anatomy, Faculty of Physical Education & Physiotherapy, Vrije Universiteit Brussel, Brussels, Belgium; Movement & Nutrition for Health & Performance research group (MOVE), Department of Movement and Sport Sciences, Faculty of Physical Education and Physiotherapy, Vrije Universiteit Brussel, Pleinlaan 2, 1050, Brussels, Belgium; Department of Physical Medicine and Physiotherapy, Universitair Ziekenhuis Brussel, Laarbeeklaan 101, 1090, Brussels, Belgium. | Physical Therapy Department, Instituto Federal do Rio de Janeiro (IFRJ), Rio de Janeiro, RJ, Brazil; Pain in Motion Research Group, Department of Physiotherapy, Human Physiology and Anatomy, Faculty of Physical Education & Physiotherapy, Vrije Universiteit Brussel, Brussels, Belgium; School of Physical and Occupational Therapy, Faculty of Medicine, McGill University, Montreal, Canada. Electronic address: felipe.reis@ifrj.edu.br.",Brazil,eng,Journal Article | Scoping Review,Adolescent | Child | Chronic pain | Pain | Patient education as topic,Humans | Child | Neurosciences | Pain Management | Adolescent | Male | Female | Patient Education as Topic | Pediatrics,none_detected,https://pubmed.ncbi.nlm.nih.gov/39288670/
pubmed_39629040,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:46+00:00,39629040,PMC11613041,10.3389/fmolb.2024.1382555,Deciphering pain: molecular mechanisms and neurochemical pathways-challenges and future opportunities.,"This review delves into the intricate biological underpinnings of pain perception. It encompasses nociceptive signaling pathways, the molecular mechanisms involved, and the subjective experience of discomfort in humans. The initial focus is on nociceptor transduction, where specialized neurons transform noxious stimuli into electrical impulses. Subsequently, the review explores the central nervous system, elucidating how these signals are processed and modulated by critical elements such as ion channels, receptors, and neurotransmitters (e.g., substance P, glutamate, GABA). Shifting gears toward chronic pain, the review examines the concept of neuroplasticity, highlighting its potential to induce maladaptive responses through alterations in neural networks. The burgeoning field of pain genomics, alongside established genetic research, offers valuable insights that could pave the way for a framework of personalized pain management strategies. Finally, the review emphasizes the significance of these molecular insights in facilitating accurate therapeutic interventions. The overarching objective is to establish an integrative framework for precision medicine in pain management by incorporating this information alongside biopsychosocial models. This framework serves to translate the heterogeneous landscape of pain mechanisms into a coherent roadmap for the development of effective therapies.",Frontiers in molecular biosciences,2024,2024,Bahar Dehghan | Narges Abolhasanzadeh | Behrouz Shademan | Alireza Nourazarian,4,Bahar Dehghan,"Department of Biology, Faculty of Natural Sciences, University of Tabriz, Tabriz, Iran. | Medical Journalism, School of Paramedical Sciences, Shiraz University of Medical Sciences, Shiraz, Iran. | Department of Basic Medical Sciences, Khoy University of Medical Sciences, Khoy, Iran.",Iran,eng,Journal Article | Review,neuroplasticity | nociceptors | pain perception | precision medicine | signal transduction,,none_detected,https://pubmed.ncbi.nlm.nih.gov/39629040/
pubmed_39199580,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:46+00:00,39199580,PMC11353171,10.3390/cancers16162806,Empowering beyond Pain: Pain Neuroscience Education Interventions in Breast Cancer Survivorship Care.,"Chronic pain is a common consequence of breast cancer (BC) and its treatments. Pain neuroscience education (PNE) is a non-pharmacological intervention that adopts a biopsychosocial approach and has already been proven to be effective for different chronic pain syndromes. The present review aims to critically assess clinical trials comparing the efficacy of PNE to traditional biomedical education (BME) in reducing BC-related pain and improving quality of life. We conducted a literature search in scientific databases, including all studies regarding PNE use specifically for BC-related pain. Ongoing randomized controlled and observational studies were identified from ClinicalTrials.gov and congress proceedings. A total of eight clinical trials met the review criteria. The participants were all administered physical therapy and assigned to receive either BME or PNE interventions. Among the completed clinical studies, one reported no statistically relevant differences between the two groups, whereas the other showed lower levels of pain-related indexes in the PNE population compared to the BME one. While the current literature is inconclusive regarding the effectiveness of PNE for managing BC pain, we strongly support the need for further trials, as PNE could empower BC patients in both prevention of and coping with pain, offering the advantage of having no side effects.",Cancers,2024-Aug-09,2024,Marco Balordi | Paola Tiberio | Matteo Castaldo | Alessandro Viganò | Flavia Jacobs | Alberto Zambelli | Armando Santoro | Rita De Sanctis,8,Marco Balordi,"Department of Biomedical Sciences, Humanitas University, 20072 Pieve Emanuele, Italy. | Medical Oncology and Hematology Unit, IRCCS Humanitas Research Hospital, 20089 Rozzano, Italy. | Department of Health Science and Technology, Center for Pain and Neuroplasticity (CNAP), Sensory Motor Interaction (SMI), Faculty of Medicine, Aalborg University, 9220 Aalborg, Denmark. | Clinical Psychology, Clinical Psychophysiology and Clinical Neuropsychology Labs, Parma University, 43126 Parma, Italy. | IRCCS Fondazione Don Carlo Gnocchi, 20148 Milan, Italy.",Italy,eng,Journal Article | Review,biomedical education | biopsychosocial model | breast cancer | neuropathy | pain | pain neuroscience education,,none_detected,https://pubmed.ncbi.nlm.nih.gov/39199580/
pubmed_38470686,PubMed,MEDLINE via PubMed,pubmed_operational_primary,Operational PubMed query,2026-04-07,2026-04-07T15:42:47+00:00,38470686,PMC10931313,10.3390/healthcare12050575,Etiologic Factors of Temporomandibular Disorders: A Systematic Review of Literature Containing Diagnostic Criteria for Temporomandibular Disorders (DC/TMD) and Research Diagnostic Criteria for Temporomandibular Disorders (RDC/TMD) from 2018 to 2022.,"This study aims to conduct a systematic analysis of literature published between 1 January 2018 and 1 September 2022, exploring factors influencing the progression or development of temporomandibular disorders (TMD), diagnosed using the Diagnostic Criteria for Temporomandibular Disorders (DC/TMD) or Research Diagnostic Criteria for Temporomandibular Disorders (RDC/TMD). Three electronic databases were reviewed to identify papers that examined TMD factors using DC/TMD or RDC/TMD. Inclusion criteria encompassed original research published in English between 1 January 2018 and 1 October 2022, online, and complete DC/TMD or RDC/TMD studies on human participants aged 18 or older. Two authors independently assessed the risk of bias using The Joanna Briggs Institute (JBI) Analytical cross-sectional studies' Critical Appraisal Tool. Of 1478 articles, 11 were included. The studies revealed strong associations between TMD and factors such as female, poor sleep quality, depression, oral parafunction, anxiety, somatization, and anatomical features. However, variables such as education, living conditions, socioeconomic status, marital status, chronic pain, and stress did not exhibit statistically significant correlations. Based on the obtained data, it can be concluded that the causes of TMD are largely related to psychological factors, which supports the biopsychosocial theory of the disorder.","Healthcare (Basel, Switzerland)",2024-Feb-29,2024,Joanna Warzocha | Joanna Gadomska-Krasny | Joanna Mrowiec,3,Joanna Warzocha,"Faculty of Medicine, Lazarski University, Świeradowska 43, 02-662 Warszawa, Poland. | Ordo-Dent. Gabinet Stomatologiczny, Edmunda Bałuki 22, 70-406 Szczecin, Poland. | SCS Astermed-Centrum Ortodontyczno-Implantologiczne, Świętego Bonifacego 92, 02-940 Warszawa, Poland.",Poland,eng,Journal Article | Review,TMD | biopsychosocial model | diagnostic criteria for temporomandibular disorders | etiology | research diagnostic criteria for temporomandibular disorders | temporomandibular disorders,,none_detected,https://pubmed.ncbi.nlm.nih.gov/38470686/
