record_id,database,pmid,pmcid,doi,title,abstract,year,journal,authors,country_contact_author,publication_types,review_type,objective_text,objective_category,objective_category_source,icd11_pain_category,musculoskeletal_flag,bps_mention_location,bps_function,bio_mentioned,psych_mentioned,social_mentioned,quality_assessment_reported,psychological_concepts_detected,theoretical_frameworks_detected,conceptual_problem_flags,provisional_typology,stage3_candidate,stage3_priority,coding_rationale,coding_method,llm_model,screening_status,screening_reason
pubmed_18235536,PubMed,18235536.0,,10.1038/ncprheum0680,Chronic nonmalignant pain: a challenge for patients and clinicians.,"Chronic pain is widely regarded as a condition that is triggered by various factors, including physical, socio-cultural and psychological deficiencies (that is, maladaptive beliefs). These factors are important in the development and maintenance of this unpleasant experience, which consequently requires a biopsychosocial treatment approach. Pain is a multifaceted sense, the perception of which is personal. Pain also depends on various circumstances, and therefore represents a challenge for the patient, as well for the treating physicians. Patients who suffer from long-lasting pain with a predominantly psychosocial component should be referred to specialized pain clinics for further diagnostic assessment and possible allocation to multidisciplinary pain programs. High-quality randomized controlled trials indicate that multidisciplinary pain programs represent the best therapeutic option for the management of patients with complaints associated with complex chronic pain. The prevalence and the costs--both direct and indirect--that are attributed to chronic pain are increasing; however, not enough is being done to sufficiently and effectively treat chronic pain. There is, therefore, a need for well-designed, interdisciplinary, internationally comparable, and widely distributed pain programs, both in outpatient and inpatient settings, to contribute to the prevention of some future pain diseases.",2008.0,Nature clinical practice. Rheumatology,Luca Scascighini | Haiko Sprott,Switzerland,Journal Article | Review,narrative or expert review,"Chronic pain is widely regarded as a condition that is triggered by various factors, including physical, socio-cultural and psychological deficiencies (that is, maladaptive beliefs).",clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,intervention rationale,no,yes,yes,no,maladaptive beliefs,,parallel_listing_without_integration | mechanistic_absence | missing_biology,multifactorial signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_24113949,PubMed,24113949.0,,10.1038/sj.bdj.2013.950,Oral surgery: part 3. Temporomandibular disorders.,"Temporomandibular disorders (TMDs) are a collection of conditions affecting the temporomandibular joint (TMJ), the muscles of mastication and/or associated structures. They are probably one of the most commonly presenting chronic orofacial pain complaints to the dental profession. TMDs are recognised as a chronic illness and exert biopsychosocial effects on the patient and should therefore be managed in a biopsychosocial manner. This chapter will firstly cover the basic anatomy of the TMJ and its associated structures and then go on to discuss the signs and symptoms, aetiology, diagnosis, and broad management options for TMDs.",2013.0,British dental journal,J Durham,,Journal Article | Review,narrative or expert review,"Temporomandibular disorders (TMDs) are a collection of conditions affecting the temporomandibular joint (TMJ), the muscles of mastication and/or associated structures.",clinical,llm_structured,chronic secondary headache or orofacial pain,no,abstract only,rhetorical label,no,no,yes,no,,,tokenistic_bps | vague_definition | missing_biology,rhetorical label signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_11092802,PubMed,11092802.0,,10.1053/berh.2000.0113,The biopsychosocial model--a tool for rheumatologists.,"Rheumatologists grapple in daily practice with many controversial syndromes including fibromyalgia, late whiplash syndrome, chronic fatigue syndrome, Gulf War syndrome, the adverse outcomes of silicon breast implants and so on. For decades, much of the debate surrounding, and the approach to these controversial syndromes has centred on a model creating two camps-organic versus non-organic. While each camp has its support, this model seems to have failed in achieving the desired understanding of these syndromes, most particularly in offering the rheumatologist a practical and coherent approach to effective treatment. This chapter will thus introduce the biopsychosocial model, its elements, its advantages over the traditional model and the practical application of this model. Examples will be given of how rheumatologists can approach the treatment of these syndromes through patient education and the implementation of a change in illness behaviour.",2000.0,Bailliere's best practice & research. Clinical rheumatology,R Ferrari,,Journal Article | Review,narrative or expert review,"Rheumatologists grapple in daily practice with many controversial syndromes including fibromyalgia, late whiplash syndrome, chronic fatigue syndrome, Gulf War syndrome, the adverse outcomes of silicon breast implants and so on.",conceptual,llm_structured,mixed or unspecified chronic pain,yes,title and abstract,explanatory framework,no,no,yes,no,,,missing_biology,potential integrative signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_37575343,PubMed,37575343.0,PMC10415055,10.1055/s-0043-1770715,Evaluation and Medical Management of Chronic Pelvic Pain.,"Chronic pelvic pain (CPP) is a challenging condition affecting an estimated 15% of females in the United States. Multiorgan system dysfunction results in the complex clinical pain presentation. Similar to other chronic pain syndromes, CPP is influenced by biopsychosocial factors and requires a multimodal approach for optimal pain management. This review summarizes the clinical evaluation and medical management of CPP with a comprehensive approach.",2023.0,Seminars in interventional radiology,Erin T Carey | Asha B McClurg,,Journal Article | Review,systematic review,Chronic pelvic pain (CPP) is a challenging condition affecting an estimated 15% of females in the United States.,clinical,llm_structured,chronic secondary visceral pain,no,abstract only,intervention rationale,no,no,yes,no,,,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_32988440,PubMed,32988440.0,,10.1071/HC19117,Six things you need to know about low back pain.,"Low back pain (LBP) is the leading contributor to years lived with disability, and imposes an enormous burden on individuals and on health-care systems. General practitioners and physiotherapists are generally the front-line health professionals dealing with patients with LBP, and have a key role in minimising its effect. Here we review six key issues associated with LBP including its effects, diagnosis and management in primary care, and highlight the importance of the biopsychosocial model and matched care for patients with LBP.",2020.0,Journal of primary health care,G David Baxter | Cathy Chapple | Richard Ellis | Julia Hill | Lizhou Liu | Ramakrishnan Mani | Duncan Reid | Tim Stokes | Steve Tumilty,New Zealand,Journal Article | Review,narrative or expert review,"Low back pain (LBP) is the leading contributor to years lived with disability, and imposes an enormous burden on individuals and on health-care systems.",clinical,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,intervention rationale,no,no,yes,no,,,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence | missing_biology,pseudo-bps or partial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_27351769,PubMed,27351769.0,,10.1080/09593985.2016.1194651,Clinical biopsychosocial physiotherapy assessment of patients with chronic pain: The first step in pain neuroscience education.,"Pain neuroscience education (PNE) is increasingly used as part of a physical therapy treatment in patients with chronic pain. A thorough clinical biopsychosocial assessment is recommended prior to PNE to allow proper explanation of the neurophysiology of pain and the biopsychosocial interactions in an interactive and patient-centered manner. However, without clear guidelines, clinicians are left wondering how a biopsychosocial assessment should be administered. Therefore, we provided a practical guide, based on scientific research and clinical experience, for the biopsychosocial assessment of patients with chronic pain in physiotherapy practice. The purpose of this article is to describe the use of the Pain - Somatic factors - Cognitive factors - Emotional factors - Behavioral factors - Social factors - Motivation - model (PSCEBSM-model) during the intake, as well as a pain analysis sheet. This model attempts to clearly establish what the dominant pain mechanism is (predominant nociceptive, neuropathic, or non-neuropathic central sensitization pain), as well as to assess the provoking and perpetuating biopsychosocial factors in patients with chronic pain. Using this approach allows the clinician to specifically classify patients and tailor the plan of care, including PNE, to individual patients.",2016.0,Physiotherapy theory and practice,Amarins J Wijma | C Paul van Wilgen | Mira Meeus | Jo Nijs,Belgium,Journal Article | Review,narrative or expert review,Pain neuroscience education (PNE) is increasingly used as part of a physical therapy treatment in patients with chronic pain.,clinical,llm_structured,mixed or unspecified chronic pain,no,title and abstract,organizing principle,yes,yes,yes,no,,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_35645164,PubMed,35645164.0,,10.1080/09593985.2022.2080130,The biopsychosocial model is lost in translation: from misrepresentation to an enactive modernization.,"INTRODUCTION: There are increasing recommendations to use the biopsychosocial model (BPSM) as a guide for musculoskeletal research and practice. However, there is a wide range of interpretations and applications of the model, many of which deviate from George Engel's original BPSM. These deviations have led to confusion and suboptimal patient care.
OBJECTIVES: 1) To review Engel's original work; 2) outline prominent BPSM interpretations and misapplications in research and practice; and 3) present an ""enactive"" modernization of the BPSM.
METHODS: Critical narrative review in the context of musculoskeletal pain.
RESULTS: The BPSM has been biomedicalized, fragmented, and used in reductionist ways. Two useful versions of the BPSM have been running mostly in parallel, rarely converging. The first version is a ""humanistic"" interpretation based on person- and relationship-centredness. The second version is a ""causation"" interpretation focused on multifactorial contributors to illness and health. Recently, authors have argued that a modern enactive approach to the BPSM can accommodate both interpretations.
CONCLUSION: The BPSM is often conceptualized in narrow ways and only partially implemented in clinical care. We outline how an ""enactive-BPS approach"" to musculoskeletal care aligns with Engel's vision yet addresses theoretical limitations and may mitigate misapplications.",2023.0,Physiotherapy theory and practice,Ben Cormack | Peter Stilwell | Sabrina Coninx | Jo Gibson,,Review | Journal Article,narrative or expert review,"OBJECTIVES: 1) To review Engel's original work; 2) outline prominent BPSM interpretations and misapplications in research and practice; and 3) present an ""enactive"" modernization of the BPSM.",conceptual,llm_structured,chronic secondary musculoskeletal pain,yes,title and abstract,explanatory framework,yes,no,yes,no,,,vague_definition | tokenistic_bps,potential integrative signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_11762878,PubMed,11762878.0,,10.1080/09638280110061744,Determinants of chronic disability related to low back pain: towards an integrative biopsychosocial model.,"PURPOSE: Since the early 1990s, numerous prospective studies have been published on the determinants of chronic disability related to low back pain (LBP) of non-specific origin whose human and financial costs are enormous. The significant contribution of psychosocial factors is being increasingly recognized. However, additional efforts are needed to clarify their role and to improve the interventions. The purpose of this theoretical paper is to propose a coherent organization of the medical and psychosocial determinants identified in prospective studies into a conceptual framework.
METHOD: Several models available in the field of pain and disability as well as in health psychology were reviewed.
RESULTS: A recent version of the stress coping model was chosen and adapted to the problem. The adapted model suggests that stress, particularly that caused by the pain associated with LBP, could have a negative impact on the outcome either: (1) indirectly through the negative emotional responses that it produces, which can cause biological or behavioural changes; or (2) directly through the biological or behavioural changes, which can in turn negatively affect the emotional response.
CONCLUSIONS: The proposed biopsychosocial model assumes that LBP-related chronic disability is possibly, in some cases, a stress-related disorder. Its empirical verification in LBP could particularly improve the understanding of the interrelationships between certain variables.",2001.0,Disability and rehabilitation,M Truchon,Canada,Journal Article | Review,narrative or expert review,"PURPOSE: Since the early 1990s, numerous prospective studies have been published on the determinants of chronic disability related to low back pain (LBP) of non-specific origin whose human and financial costs are enormous.",conceptual,llm_structured,chronic secondary musculoskeletal pain,yes,title and abstract,explanatory framework,yes,yes,yes,no,coping | stress,,none,potential integrative signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_33682560,PubMed,33682560.0,,10.1080/14737175.2021.1900734,An updated brief overview on post-traumatic headache and a systematic review of the non-pharmacological interventions for its management.,"INTRODUCTION: Post-traumatic headache (PTH), a common type of headache secondary to traumatic brain injury (TBI) or whiplash, carries a relevant burden on patients. PTH is still an undertreated condition because of limited pharmacological treatment options. Therefore, multimodal non-pharmacologic approaches, which account for comorbidities and biopsychosocial factors, are often used in PTH patients.
AREAS COVERED: After providing a brief overview of PTH, a systematic review was conducted, according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) recommendations on recently published (2015-2020) papers on non-pharmacological interventions for PTH. We also collected data on ongoing trials on this topic. Studies and results are reviewed and discussed.
EXPERT OPINION: PTH is one of the most common complications of TBI and accounts for almost 4% of symptomatic headache disorders. The most common clinical presentations of PTH are migraine-like or tension type (TTH)-like headache, neck pain, cognitive complaints, and psychological/psychiatric symptoms. Growing evidence suggests that combined pharmacological and non-pharmacological interventions, encompassing noninvasive neuromodulation, physical therapy, cognitive-behavioral treatment, and education, may be the best approaches for PTH and related comorbidities. Acute/preemptive pharmacological treatments for PTH include drugs used for migraine and TTH. When PTH management is multidisciplinary, the patient benefits most.",2021.0,Expert review of neurotherapeutics,Andreas A Argyriou | Dimos-Dimitrios Mitsikostas | Elisa Mantovani | Pantelis Litsardopoulos | Vasileios Panagiotopoulos | Stefano Tamburin,Greece,Journal Article | Systematic Review,systematic review,"INTRODUCTION: Post-traumatic headache (PTH), a common type of headache secondary to traumatic brain injury (TBI) or whiplash, carries a relevant burden on patients.",clinical,llm_structured,chronic secondary headache or orofacial pain,yes,abstract only,intervention rationale,yes,yes,yes,no,,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_36706441,PubMed,36706441.0,PMC10398738,10.1089/jpm.2022.0571,Top Ten Tips Palliative Care Clinicians Should Know About Behavioral Pain Management for Persistent Pain.,"Seriously ill patients often experience persistent pain. As a part of a comprehensive repertoire of pain interventions, palliative care clinicians can help by using behavioral pain management. Behavioral pain management refers to evidence-based psychosocial interventions to reduce pain intensity and enhance functional outcomes and quality of life. Conceptualized using the biopsychosocial model, techniques involve promoting helpful behaviors (e.g., activity pacing, stretching, and relaxation exercises) and modifying underlying patterns of thinking, feeling, and communicating that can exacerbate pain. The authors have expertise in pain management, clinical health psychology, geropsychology, behavioral science, and palliative medicine. The article reviews the current evidence for behavioral interventions for persistent pain and provides 10 recommendations for behavioral pain management.",2023.0,Journal of palliative medicine,James Gerhart | Katherine Ramos | Laura S Porter | Scott Ravyts | Sonia Malhotra | Brenna Mossman | Ashley Eaton England | Sarah Alonzi | Tristen Peyser | Seowoo Kim | Sean O'Mahony | John W Burns | Michael Hoerger,,Review | Journal Article,narrative or expert review,Seriously ill patients often experience persistent pain.,clinical,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,explanatory framework,no,no,yes,no,,,missing_biology,potential integrative signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_16968689,PubMed,16968689.0,,10.1093/bmb/ldl008,Preventing incapacity in people with musculoskeletal disorders.,"Musculoskeletal disorders are among the most common causes of sickness absence, long-term incapacity for work and ill-health retirement. The number of Incapacity Benefit (IB) recipients in the United Kingdom has trebled since 1979, despite improvement in objective measures of health. Most of the trend is in non-specific conditions (largely subjective complaints, often with little objective pathology or impairment). Understanding incapacity requires a biopsychosocial model that addresses all the physical, psychological and social factors involved in human illness and disability. Rehabilitation should be directed to overcome biopsychosocial obstacles to recovery and return to work. These principles are fundamental to better clinical and occupational management and minimizing incapacity. Sickness absence and incapacity from non-specific musculoskeletal conditions could be reduced by 33-50%, but that depends on getting all stakeholders onside and a fundamental shift in thinking about these conditions-in health care, in the workplace and in society.",2006.0,British medical bulletin,Gordon Waddell,,Journal Article | Review,narrative or expert review,"Musculoskeletal disorders are among the most common causes of sickness absence, long-term incapacity for work and ill-health retirement.",conceptual,llm_structured,chronic secondary musculoskeletal pain,yes,abstract only,explanatory framework,yes,yes,yes,no,,,none,potential integrative signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_40418249,PubMed,40418249.0,PMC12202764,10.1093/joccuh/uiaf028,Biopsychosocial and physical factors associated with firefighter musculoskeletal disorders: a systematic review.,"OBJECTIVES: Firefighters are frequently exposed to psychologically and physically stressful experiences. This volatile occupational environment is thought to contribute to the risk of firefighter musculoskeletal disorders (MSDs). However, investigations of firefighter MSDs are limited, and to our knowledge, have not been collectively examined. The purpose of this novel systematic review was to systematically identify, critically appraise, and synthesize evidence regarding the relationship between MSDs and personal, physical, and psychosocial factors among career firefighters to guide future study directions.
METHODS: Five electronic databases (MEDLINE, CINAHL, SPORTDiscus, APA PsychInfo, PubMed) were searched from inception to December 12, 2024, which yielded 741 results. This review followed PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) 2020 guidelines and used the AXIS (Assess the Quality of Cross-Sectional Studies) tool.
RESULTS: The final review included 20 cross-sectional studies (AXIS scores 12-18). Of those, 19 examined physical factor(s), and 16 examined psychosocial factor(s). The overall evidence suggests a positive relationship between firefighter MSD reports and body mass index (BMI), occupational stress, and depression. A negative relationship to physical activity engagement was consistently observed.
CONCLUSIONS: Body mass index , physical activity, and occupational stress were the most consistently examined factors related to firefighter MSDs. Odds of MSD occurrences were positively related to occupational stress and BMI, and negatively related to physical activity engagement; therefore, future investigations can focus primarily on these factors in relation to MSD risk. The establishment of reliable and culturally appropriate MSD report forms among firefighters is warranted as data collected were heterogeneous and not directly comparable. Finally, this report suggests that prospective examinations of both physical and psychosocial factors related to firefighter MSDs are needed.",2025.0,Journal of occupational health,Jennifer Tinsley Kubala | Rachel Kleis | Johanna Hoch,United States,Journal Article | Systematic Review,systematic review,"OBJECTIVES: Firefighters are frequently exposed to psychologically and physically stressful experiences. This volatile occupational environment is thought to contribute to the risk of firefighter musculoskeletal disorders (MSDs). However, investigations of firefighter MSDs are limited, and to our knowledge, have not been collectively examined. The purpose of this novel systematic review was to systematically identify, critically appraise, and synthesize evidence regarding the relationship between MSDs and personal, physical, and psychosocial factors among career firefighters to guide future study directions.",epidemiological,llm_structured,chronic secondary musculoskeletal pain,yes,title only,organizing principle,yes,yes,yes,no,depression | stress,,parallel_listing_without_integration | mechanistic_absence,multifactorial signal,yes,high,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_10870733,PubMed,10870733.0,,10.1097/00002508-200006001-00002,Pain and suffering.,"It is suffering, not pain, that brings patients into doctor's offices in hopes of finding relief. Astounding developments in our understanding of the mechanisms of nociception should not cause us to lose sight of our patients' goals. Chronic pain is far more than a sensory process. We must maintain the biopsychosocial model of chronic pain if we are to provide effective health care to our patients. Understanding the components of pain facilitates this goal. Suffering is an emergent property of the human brain and is dependent upon consciousness. It too is worthy of study by scientists and of concern to clinicians.",2000.0,The Clinical journal of pain,J D Loeser,,Journal Article | Review,narrative or expert review,"It is suffering, not pain, that brings patients into doctor's offices in hopes of finding relief.",conceptual,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,rhetorical label,yes,no,yes,no,,,vague_definition | tokenistic_bps,rhetorical label signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_2181358,PubMed,2181358.0,,10.1097/00006254-199004000-00003,The premenstrual syndrome.,"PMS is probably a group of entities which include various symptoms that occur during the 7 to 10 days before menstruation and disappear a few hours after the onset of menstruation. The definition of PMS lacks objective criteria. The most common symptoms are irritability, bloating, aggressiveness, mastodynia, and headaches. The prevalence of PMS is estimated at 30 to 40 per cent. PMS is more prevalent among women working outside the home, alcoholics, women of high parity, and women with toxemic tendency; it probably runs in families. The etiology of PMS is no less obscure to us than when it was first described by Frank in 1931. No single theory has been established to explain the entire diversity of PMS symptomatology. The multitude of possible etiologic factors includes psychosocial bases, progesterone deficiency, prolactin excess, thyroid hypofunction, renin angiotensin alternations, antidiuretic hormone excess, decreased colloidosmotic pressure, endorphin activity alternations, serotonin metabolism alternations, prostaglandin action, vitamin deficiency, and such unconventional theories as the ovarian infection or the ""yeast overgrowth"" theory. A partial resolution of this divergence of hypotheses comes from the biopsychosocial model developed by Keye and Trunnel. According to this model, a biologic, perhaps genetically determined, predisposition to PMS is realized when past and present life experiences, attitudes, beliefs, coping styles, and social forces interact to stress a woman. The diagnosis of PMS is based on establishing a relationship between the luteal phase of the cycle and the symptoms. The evaluation of PMS patients includes the use of a monthly diary to scale the symptoms, a physical examination, and biochemical studies to rule out other disorders. Management includes education, reassurance, and drug therapy.(ABSTRACT TRUNCATED AT 250 WORDS)",1990.0,Obstetrical & gynecological survey,S Lurie | R Borenstein,Israel,Journal Article | Review,narrative or expert review,PMS is probably a group of entities which include various symptoms that occur during the 7 to 10 days before menstruation and disappear a few hours after the onset of menstruation.,conceptual,llm_structured,mixed or unspecified chronic pain,no,abstract only,explanatory framework,yes,yes,yes,no,coping | stress,,none,potential integrative signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_30520741,PubMed,30520741.0,,10.1097/ACO.0000000000000675,Pain therapy for the elderly patient: is opioid-free an option?,"PURPOSE OF REVIEW: Chronic noncancer pain is an increasing problem in elderly because of rising life expectancy together with an increase of potentially painful medical conditions. Concomitantly, adequate treatment of elderly is often limited by coexisting diseases and polypharmacy.This review summarizes the most important specifics presented by elderly patients and discusses the pharmacological and nonpharmacological options of pain management.
RECENT FINDINGS: A comprehensive pain assessment is a prerequisite for effective pain management. However, this can be a major challenge in patients who are unable to communicate adequately, that is, in patients with dementia. A recently developed electronic tool assessing automated facial expression and clinical behavioral indicators may help to solve this problem. The discussion about benefits and harms of opioids in elderly goes on. Although some authors underline the lack of efficacy together with the potential problems, such as, abuse, others report a beneficial effect in terms of pain relief, functional activities and disability. In addition, opioids have become an important treatment option in patients with restless legs syndrome. Various topical treatment options (i.e. capsaicin patch) and nonpharmacological interventions have been proven to be beneficial in elderly.
SUMMARY: Adequate pain management of elderly patients constitutes numerous pharmacological options including nonopioids, opioids, coanalgesics and topical agents. Due to age-related characteristics, all systemic analgesics have to be given very cautiously ('start low, go slow'). Whenever possible, treatment should be performed as a multimodal approach based on the biopsychosocial model of chronic pain.",2019.0,Current opinion in anaesthesiology,Benjamin Luchting | Shahnaz Christina Azad,,Journal Article | Review,narrative or expert review,PURPOSE OF REVIEW: Chronic noncancer pain is an increasing problem in elderly because of rising life expectancy together with an increase of potentially painful medical conditions.,clinical,llm_structured,mixed or unspecified chronic pain,no,abstract only,intervention rationale,yes,no,yes,no,,,tokenistic_bps | vague_definition,rhetorical label signal,yes,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_26889614,PubMed,26889614.0,,10.1097/AJP.0000000000000342,Chronic Pain Following Motor Vehicle Collision: A Systematic Review of Outcomes Associated With Seeking or Receiving Compensation.,"OBJECTIVE: Motor vehicle collisions (MVC) are a major cause of injury, which frequently lead to chronic pain and prolonged disability. Several studies have found that seeking or receiving financial compensation following MVC leads to poorer recovery and worse pain. We evaluated the evidence for the relationship between compensation and chronic pain following MVC within a biopsychosocial framework.
METHOD: A comprehensive search of 5 computerized databases was conducted. Methodological quality was evaluated independently by 2 researchers according to formal criteria, and discrepancies were resolved with a third reviewer.
RESULTS: We identified 5619 studies, from which 230 full-text articles were retrieved and 27 studies were retained for appraisal. A third of studies (37%) were of low quality, and 44% did not measure or control for factors such as injury severity or preinjury pain and disability. Most studies (70%) reported adverse outcomes, including all of the highest quality studies. Engagement with compensation systems was related to more prevalent self-reported chronic pain, mental health disorders, and reduced return to work. Recovery was poorer when fault was attributed to another, or when a lawyer was involved. Five studies compared Tort ""common law"" and No-Fault schemes directly and concluded that Tort claimants had poorer recovery.
CONCLUSIONS: Although causal relationships cannot be assumed, the findings imply that aspects of loss, injustice, and secondary mental health outcomes lead to chronic pain following MVC. Further robust prospective research is required to understand the complex relationship between compensation systems and pain following road trauma, particularly the role of secondary mental health outcomes.",2016.0,The Clinical journal of pain,Melita J Giummarra | Liane Ioannou | Jennie Ponsford | Peter A Cameron | Paul A Jennings | Stephen J Gibson | Nellie Georgiou-Karistianis,Australia,Journal Article | Systematic Review,systematic review,"OBJECTIVE: Motor vehicle collisions (MVC) are a major cause of injury, which frequently lead to chronic pain and prolonged disability. Several studies have found that seeking or receiving financial compensation following MVC leads to poorer recovery and worse pain. We evaluated the evidence for the relationship between compensation and chronic pain following MVC within a biopsychosocial framework.",epidemiological,llm_structured,chronic postsurgical or posttraumatic pain,unclear,abstract only,explanatory framework,no,no,yes,no,,,missing_biology,potential integrative signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_29494401,PubMed,29494401.0,PMC5953782,10.1097/ALN.0000000000002137,Neuroimaging of Pain: Human Evidence and Clinical Relevance of Central Nervous System Processes and Modulation.,"Neuroimaging research has demonstrated definitive involvement of the central nervous system in the development, maintenance, and experience of chronic pain. Structural and functional neuroimaging has helped elucidate central nervous system contributors to chronic pain in humans. Neuroimaging of pain has provided a tool for increasing our understanding of how pharmacologic and psychologic therapies improve chronic pain. To date, findings from neuroimaging pain research have benefitted clinical practice by providing clinicians with an educational framework to discuss the biopsychosocial nature of pain with patients. Future advances in neuroimaging-based therapeutics (e.g., transcranial magnetic stimulation, real-time functional magnetic resonance imaging neurofeedback) may provide additional benefits for clinical practice. In the future, with standardization and validation, brain imaging could provide objective biomarkers of chronic pain, and guide treatment for personalized pain management. Similarly, brain-based biomarkers may provide an additional predictor of perioperative prognoses.",2018.0,Anesthesiology,Katherine T Martucci | Sean C Mackey,,"Journal Article | Research Support, N.I.H., Extramural | Review",narrative or expert review,"Neuroimaging research has demonstrated definitive involvement of the central nervous system in the development, maintenance, and experience of chronic pain.",conceptual,llm_structured,mixed or unspecified chronic pain,unclear,abstract only,rhetorical label,yes,no,yes,no,,,tokenistic_bps | vague_definition,rhetorical label signal,yes,medium,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
pubmed_35467583,PubMed,35467583.0,,10.1097/GRF.0000000000000712,Persistent Pelvic Pain in Patients With Endometriosis.,"As our understanding of chronic pain conditions, including endometriosis-related pain and chronic pelvic pain evolves, the evaluation and management of patients should reflect our increasing appreciation of the role of central sensitization, comorbid conditions and biopsychosocial factors on the pain experience and treatment outcomes. This review provides a systematic approach to persistent pain in patients with endometriosis. Expanding the evaluation and treatment of endometriosis-related pain by all health care providers could limit unnecessary surgical interventions and best meet our patient's needs.",2022.0,Clinical obstetrics and gynecology,Isabel C Green | Tatnai Burnett | Abimbola Famuyide,,Review | Journal Article,narrative or expert review,"As our understanding of chronic pain conditions, including endometriosis-related pain and chronic pelvic pain evolves, the evaluation and management of patients should reflect our increasing appreciation of the role of central sensitization, comorbid conditions and biopsychosocial factors on the pain experience and treatment outcomes.",clinical,llm_structured,chronic secondary visceral pain,no,abstract only,organizing principle,yes,no,yes,no,,,tokenistic_bps | parallel_listing_without_integration | mechanistic_absence,pseudo-bps or partial signal,no,low,Structured Stage 2 output required deterministic field repair for omitted items.,llm_structured,google/gemini-3.1-flash-lite-preview,include,
