record_id,database,interface,query_key,query_label,search_date,retrieved_at_utc,pmid,pmcid,doi,title,abstract,journal,publication_date,year,authors,author_count,first_author,affiliations,contact_author_country_guess,language,publication_types,keywords,mesh_terms,publication_status_flag,pubmed_url,norm_doi,norm_title,dedupe_key,duplicate_rank,is_duplicate,reviewer_a_decision,reviewer_b_decision,reviewer_a_reason,reviewer_b_reason,adjudicated_decision,adjudication_notes
WOS:A1994QB48500001,Web of Science,Web of Science Starter API,wos_starter_operational,wos_starter_operational,2026-04-06,2026-04-06T22:21:06.132766+00:00,,,10.2307/2579814,WHY WE DO WHAT WE DO - A BIOPSYCHOSOCIAL THEORY OF HUMAN-MOTIVATION,,SOCIAL FORCES,,,"GOVE, WR",1,"GOVE, WR",,,,,,,,,10.2307/2579814,why we do what we do a biopsychosocial theory of human motivation,10.2307/2579814,1,False,,,,,,
pubmed_29606599,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:25+00:00,29606599.0,PMC12441794,10.1016/j.jgo.2018.03.003,Exercise for managing cancer- and treatment-related side effects in older adults.,"The incidence of cancer in adults aged 60 years and older is expected to rise, and because cancer is associated with aging, the overall prevalence of cancer will rise as well. With advances in cancer treatment, more older adults will receive treatment but they will also suffer the biopsychosocial consequences of cancer and cancer treatment. In this review, we describe the importance of assessing biopsychosocial needs in this vulnerable population and highlight studies supporting the use of exercise in addressing these needs. We discuss challenges and research gaps in several areas including 1) Identifying the exercise doses and modes for specific outcomes, 2) Understanding risks and safety of exercise, and 3) Implementing exercise programs into clinical practice at the individual, health care team, and organizational levels, including strategies to increase adherence.",Journal of geriatric oncology,2018-Jul,2018.0,Kah Poh Loh | Po-Ju Lin | Jacob Uth | Morten Quist | Heidi Klepin | Karen Mustian,6,Kah Poh Loh,"James P. Wilmot Cancer Institute, University of Rochester Medical Center, 601 Elmwood Avenue, Box 704, Rochester, NY 14642, USA. Electronic address: melissalkp@gmail.com. | James P. Wilmot Cancer Institute, University of Rochester Medical Center, 601 Elmwood Avenue, Box 704, Rochester, NY 14642, USA. | The University Hospitals Centre for Health Research (UCSF), Rigshospitalet, University of Copenhagen, Blegdamsvej 9, Copenhagen 2100, Denmark. | Comprehensive Cancer Center, Wake Forest Baptist Health, 1 Medical Center Blvd, Winston-Salem, NC 27103, USA.",,eng,Journal Article | Review,Exercise | biopsychosocial | cancer | older adults | side-effects | treatment,"Aged | Aging | Cancer Survivors | Exercise | Humans | Needs Assessment | Neoplasms | Outcome Assessment, Health Care | Quality of Life | Randomized Controlled Trials as Topic",none_detected,https://pubmed.ncbi.nlm.nih.gov/29606599/,10.1016/j.jgo.2018.03.003,exercise for managing cancer and treatment related side effects in older adults,10.1016/j.jgo.2018.03.003,1,False,,,,,,
pubmed_29972591,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:25+00:00,29972591.0,,10.1111/jgs.15419,Incidence of Medication-Related Harm in Older Adults After Hospital Discharge: A Systematic Review.,"OBJECTIVES: To determine the incidence, severity, and preventability of and risk factors for medication-related harm (MRH) in community-dwelling older adults after hospital discharge.
DESIGN: Systematic review.
SETTING: A search of Medline, EMBASE, CINAHL, and the Cochrane Library was undertaken without time restrictions.
PARTICIPANTS: Older adults (average age ≥65) participating in observational studies investigating postdischarge adverse drug reactions (ADRs) or adverse drug events (ADEs) within a defined follow-up period.
MEASUREMENTS: One author screened abstracts of all articles to exclude obviously irrelevant articles. Two authors independently screened the remaining articles for inclusion. Two authors independently extracted data, including study characteristics, MRH incidence, and risk factors; a third reviewer critically appraised and verified the data. Disagreements were resolved through discussion.
RESULTS: From 584 potentially relevant articles, 8 studies met our inclusion criteria: 5 North American and 3 European. Most of the included studies were of moderate quality. There was a wide range in MRH incidence, from 0.4% to 51.2% of participants, and 35% to 59% of MRH was preventable. MRH incidence within 30 days after discharge ranged from 167 to 500 events per 1,000 individuals discharged (17-51% of individuals). There is substantial methodological heterogeneity across multiple domains of the studies, including ADR and ADE definitions, characteristics of recruited populations, follow-up duration after discharge, and data collection.
CONCLUSION: MRH is common after hospital discharge in older adults, but methodological inconsistencies between studies and a paucity of data on risk factors limits clear understanding of the epidemiology. There is a need for international consensus on conducting and reporting MRH studies. Data from large, multicenter studies examining a range of biopsychosocial risk factors could provide insight into this important area of safety.",Journal of the American Geriatrics Society,2018-Sep,2018.0,Nikesh Parekh | Khalid Ali | Amy Page | Tom Roper | Chakravarthi Rajkumar,5,Nikesh Parekh,"Academic Department of Geriatric Medicine, Brighton and Sussex Medical School, Brighton, Sussex, United Kingdom. | Department of Elderly Medicine, Brighton and Sussex University Hospitals National Health Service Trust, Sussex, United Kingdom. | School of Medicine and Pharmacology, University of Western Australia, Australia. | Pharmacy Department, Alfred Health, Melbourne, Australia.",United Kingdom,eng,Journal Article | Systematic Review,epidemiology | hospital discharge | medication harm | older adults | systematic review,"Aged | Aged, 80 and over | Drug-Related Side Effects and Adverse Reactions | Female | Humans | Incidence | Male | Patient Discharge",none_detected,https://pubmed.ncbi.nlm.nih.gov/29972591/,10.1111/jgs.15419,incidence of medication related harm in older adults after hospital discharge a systematic review,10.1111/jgs.15419,1,False,,,,,,
pubmed_32529305,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:22+00:00,32529305.0,,10.1007/s11916-020-00878-4,A Comprehensive Review of the Celiac Plexus Block for the Management of Chronic Abdominal Pain.,"PURPOSE OF REVIEW: Chronic abdominal pain (CAP) is a significant health problem that can dramatically affect quality of life and survival. Pancreatic cancer is recognized as one of the most painful malignancies with 70-80% suffering from substantial pain, often unresponsive to typical medical management. Celiac plexus neurolysis and celiac plexus block (CPB) can be performed to mitigate pain through direct destruction or blockade of visceral afferent nerves. The objective of this manuscript is to provide a comprehensive review of the CPB as it pertains to CAP with a focus on the associated anatomy, indications, techniques, neurolysis/blocking agents, and complications observed in patients who undergo CPB for the treatment of CAP.
RECENT FINDINGS: The CAP is difficult to manage due to lack of precision in diagnosis and limited evidence from available treatments. CAP can arise from both benign and malignant causes. Treatment options include pharmacologic, interventional, and biopsychosocial treatments. Opioid therapy is typically utilized for the treatment of CAP; however, opioid therapy is associated with multiple complications. CPB has successfully been used to treat a variety of conditions resulting in CAP. The majority of the literature specifically related to CPB is surrounding chronic pain associated with pancreatic cancer. The literature shows emerging evidence in managing CAP with CPB, specifically in pancreatic cancer. This review provides multiple aspects of CAP and CPB, including anatomy, medical necessity, indications, technical considerations, available evidence, and finally complications related to the management.",Current pain and headache reports,2020-Jun-11,2020.0,Ivan Urits | Mark R Jones | Vwaire Orhurhu | Jacquelin Peck | Devin Corrigan | Ashley Hubble | Megan Andrews | Ruby Feng | Laxmaiah Manchikanti | Alan D Kaye | Rachel J Kaye | Omar Viswanath,12,Ivan Urits,"Beth Israel Deaconess Medical Center, Department of Anesthesia, Critical Care, and Pain Medicine, Harvard Medical School, 330 Brookline Ave, Boston, MA, 02215, USA. ivanurits@gmail.com. | Beth Israel Deaconess Medical Center, Department of Anesthesia, Critical Care, and Pain Medicine, Harvard Medical School, 330 Brookline Ave, Boston, MA, 02215, USA. | Department of Anesthesiology, Mt. Sinai Medical Center of Florida, Miami Beach, FL, USA. | Creighton University School of Medicine-Phoenix Regional Campus, Phoenix, AZ, USA. | Pain Management Centers of America, Paducah, KY, USA. | Department of Anesthesiology and Pharmacology, Toxicology, and Neurosciences, Louisiana State University School of Medicine, Shreveport, LA, USA. | Valley Anesthesiology and Pain Consultants-Envision Physician Services, Phoenix, AZ, USA. | Department of Anesthesiology, Creighton University School of Medicine, Omaha, NE, USA. | Department of Anesthesiology, University of Arizona College of Medicine-Phoenix, Phoenix, AZ, USA.",Israel,eng,Journal Article | Review,Celiac plexus block | Chronic abdominal pain | Neurolytic agents | Neurolytic blocks | Pancreatic cancer,"Abdominal Pain | Celiac Plexus | Chronic Pain | Ethanol | Glucocorticoids | Humans | Nerve Block | Pancreatic Neoplasms | Pancreatitis, Chronic | Phenol | Triamcinolone | Visceral Pain",none_detected,https://pubmed.ncbi.nlm.nih.gov/32529305/,10.1007/s11916-020-00878-4,a comprehensive review of the celiac plexus block for the management of chronic abdominal pain,10.1007/s11916-020-00878-4,1,False,,,,,,
WOS:A1996BH76P00001,Web of Science,Web of Science Starter API,wos_starter_operational,wos_starter_operational,2026-04-06,2026-04-06T22:21:06.132963+00:00,,,10.1016/S0065-2601(08)60235-X,The biopsychosocial model of arousal regulation,,ADVANCES IN EXPERIMENTAL SOCIAL PSYCHOLOGY,,,"Blascovich, J | Tomaka, J",2,"Blascovich, J",,,,,,,,,10.1016/s0065-2601(08)60235-x,the biopsychosocial model of arousal regulation,10.1016/s0065-2601(08)60235-x,1,False,,,,,,
pubmed_16480163,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:45+00:00,16480163.0,,10.1080/02791072.2005.10399809,An integral approach to substance abuse.,"There is a pressing need in the substance abuse field for more comprehensive models of etiology and treatment that address the complex issues of addiction, including the biological, social, cultural, spiritual and developmental needs of individuals and groups. This article presents a theoretical framework for an integral approach to substance abuse that expands on the existing biopsychosocial model. One contribution of the model is an integrated approach to spirituality from a cross-cultural perspective. This integral approach examines substance abuse etiology and treatment from a four-quadrant perspective adapted from the work of Ken Wilber, and incorporates concepts from integrative medicine and transpersonal psychology/psychiatry. Implications of the model are explored.",Journal of psychoactive drugs,2005-Dec,2005.0,Diana S Amodia | Carol Cano | Michele J Eliason,3,Diana S Amodia,"State of California Office of Alcohol and Drug Programs, USA.",,eng,Journal Article | Review,,"Humans | Models, Theoretical | Substance-Related Disorders",none_detected,https://pubmed.ncbi.nlm.nih.gov/16480163/,10.1080/02791072.2005.10399809,an integral approach to substance abuse,10.1080/02791072.2005.10399809,1,False,,,,,,
pubmed_24219879,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:36+00:00,24219879.0,,10.1097/GME.0000000000000131,Hypoactive sexual desire in women.,"OBJECTIVE: This review aims to describe low sexual desire (1) as a construct within theoretical models of female sexual response, (2) as a sexual disorder with evolving or competing nosology between the DSM-IV-TR and the DSM 5, and (3) as a clinical condition that healthcare providers need to manage, and the current status of treatment options.
METHODS: We conducted a literature review of the epidemiology, diagnosis, and treatment of low sexual desire/hypoactive sexual desire disorder (HSDD).
RESULTS: The prevalence rate of low sexual desire is high, reaching 43%, whereas that of HSDD comes close to 10%. The DSM 5 categories of female sexual disorders include female sexual interest/arousal disorder, which is a combination of the DSM-IV-TR disorders HSDD and female sexual arousal disorder. Treatment paradigms vary and are individualized based on the biopsychosocial components of desire that are compromised in a woman. The two primary approaches to treating HSDD are psychotherapy/sex therapy (individual or couples) and pharmacotherapy. To date, there are no Food and Drug Administration-approved pharmacologic treatments. However, four investigational drugs are in mid- to late-stage clinical trial development.
CONCLUSIONS: Low sexual desire is the most prevalent sexual problem in women and should be assessed and treated by healthcare professionals. Currently, there are only modest evidence-based nonpharmacologic treatment options and no approved pharmacologic options. Despite these treatment limitations, healthcare providers can address many of the sexual health concerns of women.","Menopause (New York, N.Y.)",2013-Dec,2013.0,Sheryl A Kingsberg | Roya L Rezaee,2,Sheryl A Kingsberg,"From the 1University Hospitals Case Medical Center, MacDonald Women's Hospital, Cleveland, OH; and 2Case Western Reserve University School of Medicine, Cleveland, OH.",,eng,Journal Article | Review,,"Behavior Therapy | Diagnostic and Statistical Manual of Mental Disorders | Female | Humans | Libido | Perimenopause | Sex Education | Sexual Behavior | Sexual Dysfunction, Physiological | Sexual Dysfunctions, Psychological | Women's Health",none_detected,https://pubmed.ncbi.nlm.nih.gov/24219879/,10.1097/gme.0000000000000131,hypoactive sexual desire in women,10.1097/gme.0000000000000131,1,False,,,,,,
pubmed_39725806,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:04+00:00,39725806.0,,10.1007/s12124-024-09869-1,Biocultural Aspects of Mental Distress: Expanding the Biomedical Model Towards an Integrative Biopsychosocial Understanding of Disorder.,"To produce a theoretical approach about the relations between neuroscience and psychopathology that expands beyond the biomedical model to include a non-reductionist, enactive, and biocultural perspective. An integrative review, drawing from the biocultural approach from Anthropology, is used to produce examples from epigenetics, neuroplasticity, and functional neuroanatomy. A biocultural approach points to a brain that is highly plastic, reinforcing a much more complex model in which biological vulnerabilities and the historical-cultural environment co-construct each other. The examples given seem to point to the pressing need for a critical expansion of reductionist models of psychopathology. Importantly, the cultural-historical environment to which we refer is not a set of neutral social relations to which individuals are homogeneously exposed, such that aspects that are usually studied under the social determinants of health and disease (poverty, discrimination, violence, and other factors that represent sources of control, production, and distribution of material resources, ideology, and power) need to be incorporated in adequate biopsychosocial models of mental distress.",Integrative psychological & behavioral science,2024-Dec-27,2024.0,Caio Maximino,1,Caio Maximino,"Laboratório de Neurociências e Comportamento, Faculdade de Psicologia, Instituto de Estudos em Saúde e Biológicas, Universidade Federal do Sul e Sudeste do Pará, Av. dos Ipês, S/N, Marabá, PA, 68500-000, Brazil. cmaximino@unifesspa.edu.br.",Brazil,eng,Journal Article | Review,Biocultural psychopathology | Biological psychiatry | Brain disease models | Mental health | Social determinants of health and disease,"Humans | Models, Biopsychosocial | Mental Disorders | Psychological Distress | Brain | Neuronal Plasticity",none_detected,https://pubmed.ncbi.nlm.nih.gov/39725806/,10.1007/s12124-024-09869-1,biocultural aspects of mental distress expanding the biomedical model towards an integrative biopsychosocial understanding of disorder,10.1007/s12124-024-09869-1,1,False,,,,,,
pubmed_40966616,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:00+00:00,40966616.0,,10.1093/ageing/afaf249,Global prevalence of anorexia and appetite loss among older adults: a systematic review and meta-analysis.,"BACKGROUND: Anorexia/appetite loss is common among older adults and may arise from underlying diseases, adverse drug effects or the physiological ageing process. This study aims to estimate the prevalence of anorexia/appetite loss in older adults with associated factors.
DESIGN: Systematic review and meta-analysis.
METHODS: A comprehensive literature search of five electronic databases was conducted on 10 November 2024. Studies were eligible if they reported the prevalence of anorexia/appetite loss in older adults using the Simplified Nutritional Appetite Questionnaire. A random-effects model was applied to calculate the overall prevalence of anorexia/appetite loss. Predefined subgroup analyses were conducted to estimate the prevalence of anorexia/appetite loss among older adults with varying characteristics.
RESULTS: Sixty-two studies from 24 countries (n = 80 176 participants) were included. The pooled prevalence of anorexia/appetite loss was 29% (95% CI: 26%-34%). The pooled prevalence of anorexia/appetite loss varied geographically, ranging from 22% (95% CI: 17%-27%) in South America to 55% (95% CI: 51%-59%) in Africa. By setting, anorexia/appetite loss prevalence was 25% (95% CI: 21%-30%; n = 56 172) in communities, 38% (95% CI: 28%-50%; n = 471) in nursing homes and 42% (95% CI: 32%-52%; n = 2498) in hospitals. Subgroup analyses showed that female sex, lower educational level, eating alone, oral problems and depression were associated with higher rates of anorexia/appetite loss.
CONCLUSIONS: The high prevalence of anorexia/appetite loss warrants attention. Further studies should explore a broader array of sociodemographic and biopsychosocial factors to enhance understanding of anorexia/appetite loss and guide targeted interventions.",Age and ageing,2025-Aug-29,2025.0,Wenjie Li | Yuanyuan Ni | Hongxiu Chen | Meihong Shi | Wanlin Zhu | Shuang Li | Yan Zheng | Yuan Yuan | Qian Zhang | Xueqin Xia,10,Wenjie Li,"Department of General Medicine, The First Affiliated Hospital of Army Medical University, No. 29 Gaotanyan Street, Shapingba District, Chongqing, China. | Department of Infirmary, Wuxi Institute of Technology, Wuxi, Jiangsu, China. | Innovation Center of Nursing Research and Nursing Key Laboratory of Sichuan Province, West China Hospital of Sichuan University, Chengdu, Sichuan, China. | West China School of Nursing, Sichuan University, Chengdu, Sichuan, China. | School of Nursing, Southwest Medical University, Luzhou, Sichuan, China. | School of Health, The Affiliated Hospital of Southwest Medical University, Luzhou, Sichuan, China. | Department of Respiratory and Critical Care Medicine, The Seventh People's Hospital of Chongging, Chongqing,  China.",China,eng,Journal Article | Systematic Review | Meta-Analysis,anorexia | appetite loss | older adults | prevalence | systematic review,"Humans | Anorexia | Prevalence | Aged | Global Health | Female | Male | Appetite | Aged, 80 and over | Risk Factors",none_detected,https://pubmed.ncbi.nlm.nih.gov/40966616/,10.1093/ageing/afaf249,global prevalence of anorexia and appetite loss among older adults a systematic review and meta analysis,10.1093/ageing/afaf249,1,False,,,,,,
pubmed_10795265,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:48+00:00,10795265.0,,10.1111/j.1744-6198.1999.tb01167.x,Substance abuse disorders in nurses.,"Substance abuse is a serious concern in the profession of nursing. The American Nurses Association (1997) estimates that 10% to 20% of nurses have substance abuse problems, and that 6% to 8% of registered nurses are impaired due to their abuse of alcohol and other drugs. Chemical dependency is considered a disease that requires treatment. Early identification and treatment of the chemically dependent nurse is important for the safety of the public and for the well-being of the nurse and her profession. This article addresses substance abuse from a biopsychosocial perspective, and includes a description of an approach to treatment and suggestions for the role of nursing administration.",Nursing forum,1999,1999.0,J Griffith,1,J Griffith,"Coronary Care Unit, UVA HSC, Charlottesville, VA, USA. mjv2v@HSCmail.mcc.virginia.edu",,eng,Journal Article | Review,,Humans | Nurses | Occupational Health Services | Professional Impairment | Substance-Related Disorders | United States,none_detected,https://pubmed.ncbi.nlm.nih.gov/10795265/,10.1111/j.1744-6198.1999.tb01167.x,substance abuse disorders in nurses,10.1111/j.1744-6198.1999.tb01167.x,1,False,,,,,,
pubmed_26501062,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:33+00:00,26501062.0,PMC4597113,10.3389/fmed.2015.00073,"Psychosocial Risk Factors, Interventions, and Comorbidity in Patients with Non-Specific Low Back Pain in Primary Care: Need for Comprehensive and Patient-Centered Care.","Non-specific low back pain (LBP) affects many people and has major socio-economic consequences. Traditional therapeutic strategies, mainly focused on biomechanical factors, have had moderate and short-term impact. Certain psychosocial factors have been linked to poor prognosis of LBP and they are increasingly considered as promising targets for management of LBP. Primary health care providers (HCPs) are involved in most of the management of people with LBP and they are skilled in providing comprehensive care, including consideration of psychosocial dimensions. This review aims to discuss three pieces of recent research focusing on psychosocial issues in LBP patients in primary care. In the first systematic review, the patients' or HCPs' overall judgment about the likely evolution of LBP was the factor most strongly linked to poor outcome, with predictive validity similar to that of multidimensional scales. This result may be explained by the implicit aggregation of many prognostic factors underlying this judgment and suggests the relevance of considering the patients from biopsychosocial and longitudinal points of view. The second review showed that most of the interventions targeting psychosocial factors in LBP in primary care have to date focused on the cognitive-behavioral factors, resulting in little impact. It is unlikely that any intervention focusing on a single factor would ever fit the needs of most patients; interventions targeting determinants from several fields (mainly psychosocial, biomechanical, and occupational) may be more relevant. Should multiple stakeholders be involved in such interventions, enhanced interprofessional collaboration would be critical to ensure the delivery of coordinated care. Finally, in the third study, the prevalence of psychosocial comorbidity in chronic LBP patients was not found to be significantly higher than in other patients consulting in primary care. Rather than specifically screening for psychosocial conditions, this suggests taking into account any potential comorbidity in patients with chronic LBP, as in other patients. All these results support the adoption of a more comprehensive and patient-centered approach when dealing with patients with LBP in primary care. As this condition is illustrative of many situations encountered in primary care, the strategies proposed here may benefit most patients consulting in this setting.",Frontiers in medicine,2015,2015.0,Aline Ramond-Roquin | Céline Bouton | Cyril Bègue | Audrey Petit | Yves Roquelaure | Jean-François Huez,6,Aline Ramond-Roquin,"Department of General Practice, University of Angers, L'Université Nantes Angers Le Mans , Angers , France ; Laboratory of Ergonomics and Epidemiology in Occupational Health, University of Angers, L'Université Nantes Angers Le Mans , Angers , France. | Laboratory of Ergonomics and Epidemiology in Occupational Health, University of Angers, L'Université Nantes Angers Le Mans , Angers , France ; Department of General Practice, University of Nantes, L'Université Nantes Angers Le Mans , Nantes , France. | Laboratory of Ergonomics and Epidemiology in Occupational Health, University of Angers, L'Université Nantes Angers Le Mans , Angers , France ; Department of Occupational Health, University Hospital of Angers , Angers , France.",France,eng,Journal Article | Review,comorbidities | low back pain | patient care management | primary care | psychosocial factors | risk factors,,none_detected,https://pubmed.ncbi.nlm.nih.gov/26501062/,10.3389/fmed.2015.00073,psychosocial risk factors interventions and comorbidity in patients with non specific low back pain in primary care need for comprehensive and patient centered care,10.3389/fmed.2015.00073,1,False,,,,,,
pubmed_39143589,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:04+00:00,39143589.0,PMC11323622,10.1186/s40337-024-01061-5,Experiences of intensive treatment for people with eating disorders: a systematic review and thematic synthesis.,"BACKGROUND: Eating disorders are complex difficulties that impact the individual, their supporters and society. Increasing numbers are being admitted to intensive treatment settings (e.g., for inpatient treatment, day-patient treatment or acute medical treatment). The lived experience perspectives of what helps and hinders eating disorder recovery during intensive treatment is an emerging area of interest. This review aims to explore patients' perspectives of what helps and hinders recovery in these contexts.
METHODS: A systematic review was conducted to identify studies using qualitative methods to explore patients' experiences of intensive treatment for an eating disorder. Article quality was assessed using the Critical Appraisal Skill Programme (CASP) checklist and thematic synthesis was used to analyse the primary research and develop overarching analytical themes.
RESULTS: Thirty articles met inclusion criteria and were included in this review. The methodological quality was mostly good. Thematic synthesis generated six main themes; collaborative care supports recovery; a safe and terrifying environment; negotiating identity; supporting mind and body; the need for specialist support; and the value of close others. The included articles focused predominantly on specialist inpatient care and were from eight different countries. One clear limitation was that ethnicity data were not reported in 22 out of the 30 studies. When ethnicity data were reported, participants predominantly identified as white.
CONCLUSIONS: This review identifies that a person-centred, biopsychosocial approach is necessary throughout all stages of eating disorder treatment, with support from a sufficiently resourced and adequately trained multidisciplinary team. Improving physical health remains fundamental to eating disorder recovery, though psychological support is also essential to understand what causes and maintains the eating disorder and to facilitate a shift away from an eating disorder dominated identity. Carers and peers who instil hope and offer empathy and validation are valuable additional sources of support. Future research should explore what works best for whom and why, evaluating patient and carer focused psychological interventions and dietetic support during intensive treatment. Future research should also explore the long-term effects of, at times, coercive and distressing treatment practices and determine how to mitigate against potential iatrogenic harm.",Journal of eating disorders,2024-Aug-14,2024.0,Hannah Webb | Maria Griffiths | Ulrike Schmidt,3,Hannah Webb,"Salomons Institute for Applied Psychology, Canterbury Christ Church University, Tunbridge Wells, TN1 2YG, UK. hannahwebb2501@gmail.com. | Salomons Institute for Applied Psychology, Canterbury Christ Church University, Tunbridge Wells, TN1 2YG, UK. | Centre for Research in Eating and Weight Disorders, Institute of Psychiatry, Psychology & Neuroscience, King's College London, London, UK. | South London and Maudsley NHS Foundation Trust, Maudsley Hospital, Denmark Hill, London, SE5 8AZ, UK.",,eng,Journal Article | Review,"Anorexia nervosa, bulimia nervosa | Day patient | Eating disorders | Inpatient | Intensive treatment | Patient perspective | Qualitative research | Recovery",,none_detected,https://pubmed.ncbi.nlm.nih.gov/39143589/,10.1186/s40337-024-01061-5,experiences of intensive treatment for people with eating disorders a systematic review and thematic synthesis,10.1186/s40337-024-01061-5,1,False,,,,,,
pubmed_40046728,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:11+00:00,40046728.0,PMC11658675,10.1089/psymed.2022.0011,Examining the Rationale for Studying Psychedelic-Assisted Psychotherapy for the Treatment of Caregiver Distress.,"BACKGROUND: More than 50 million people in the United States serve as uncompensated informal caregivers to chronically ill friends or family members. Providing care to a sick loved one can contribute to personal growth but can also cause significant strain. Caregiver distress refers to a constellation of physiological, psychological, interpersonal, and spiritual impairments that typically result when an individual's own health becomes affected while caring for another. Caregiver distress is highly prevalent, affecting an estimated 30-70% of individuals across various caregiver populations. Although evidence-based treatments for caregiver distress exist, they do not sufficiently address all its components. In recent years, clinical trials have demonstrated that psychedelic-assisted psychotherapy (PAP) may have applications for treating a range of medical and psychiatric conditions that have significant overlap in symptoms to those seen in caregiver distress. While no studies to date have examined PAP for caregiver distress, this article provides a rationale for investigating PAP as a potential novel treatment for this indication.
METHODS: A narrative review on the effects and clinical applications of PAP that significantly overlap with the dimensions of caregiver distress was conducted. Safety considerations, psychedelic selection, and therapeutic structure for studying PAP in the treatment of caregiver distress were also examined.
RESULTS: Psychologically, PAP has been shown to treat anxiety, depression, and reduce suicidal ideation. Physiologically, evidence suggests that psychedelics have anti-inflammatory properties, which may aid caregivers suffering from chronic inflammation. Interpersonally, PAP has been demonstrated to enhance feelings of empathy, connectedness, and strengthen social relationships, which can often become strained while caregiving. Spiritually, PAP has been shown to ameliorate existential distress and hopelessness in cancer patients, which may similarly benefit demoralized caregivers.
CONCLUSION: PAP has the potential to comprehensively treat all biopsychosocial-spiritual dimensions of caregiver distress.","Psychedelic medicine (New Rochelle, N.Y.)",2023-Jun,2023.0,Noah D Gold | Samantha K Podrebarac | Lindsay A White | Christina Marini | Naomi M Simon | Mary S Mittelman | Stephen Ross | Michael P Bogenschutz | Petros D Petridis,9,Noah D Gold,"NYU Langone Center for Psychedelic Medicine, Department of Psychiatry, New York University Grossman School of Medicine, New York, New York, USA. | Department of Clinical and Counseling Psychology, Teachers College, Columbia University, New York, New York, USA. | Department of Psychiatry, New York University Grossman School of Medicine, New York, New York, USA.",,eng,Journal Article | Review,MDMA | biopsychosocial–spiritual | caregiver burden | caregiver distress | psilocybin | psychedelic-assisted psychotherapy,,none_detected,https://pubmed.ncbi.nlm.nih.gov/40046728/,10.1089/psymed.2022.0011,examining the rationale for studying psychedelic assisted psychotherapy for the treatment of caregiver distress,10.1089/psymed.2022.0011,1,False,,,,,,
pubmed_18351138,PubMed,MEDLINE via PubMed,pubmed_audit_sensitivity,PubMed audit query,2026-04-07,2026-04-07T15:43:42+00:00,18351138.0,,,[Non-pharmacological treatment of musculoskeletal pain].,"Non-pharmacological treatment is important in management of musculoskeletal pain. Therapeutic modalities such as superficial heat or cold agents, therapeutic ultrasound, laser and/or electric currents have been used extensively for various musculoskeletal diseases and conditions. They have many advantages over other pain-modifying interventions. However, relatively few high-quality research studies have been performed to elucidate mechanisms underlying their analgesic properties and there are insufficient controlled efficacy findings supporting the use of various physical agents in the management of pain conditions. The cornerstones of non-pharmacological management of chronic musculoskeletal pain are education, exercise and cognitive-behavioural therapy, ideally in combination through the multidisciplinary treatments programs based on biopsychosocial model of pain. From the available evidence it can not be concluded whether an indivudual patient with chronic pain should be referred to cognitive-behavioural treatment programs or active conservative treatment. There is a need for further studies to clarify the type and manner of non-pharmacological treatments, their intensity, duration and progression according to patient-specific outcomes.",Reumatizam,2007,2007.0,Simeon Grazio,1,Simeon Grazio,"Klinika za reumatologiju, fizikalnu medicinu i rehabilitaciju, Klinicka bolnica ""Sestre milosrdnice"", Vinogradska 29, 10000 Zagreb.",,hrv,English Abstract | Journal Article | Review,,Humans | Musculoskeletal Diseases | Pain Management | Physical Therapy Modalities,none_detected,https://pubmed.ncbi.nlm.nih.gov/18351138/,,non pharmacological treatment of musculoskeletal pain,non pharmacological treatment of musculoskeletal pain::2007.0,1,False,,,,,,
